title|context|question|answer|answer_start|answer_end
Ngành (sinh học)|Một ngành đại diện cho việc gộp nhóm nói chung được công nhận và ở cấp lớn nhất của giới động vật và các sinh vật khác với các đặc trưng tiến hóa nào đó, mặc dù một số ngành đôi khi cũng được gộp chung lại trong nhóm gọi là siêu ngành (superphyla), ví dụ như siêu ngành Ecdysozoa với 8 ngành, trong đó có Arthropoda và Nematoda; còn siêu ngành Deuterostomia chứa Echinoderma, Chordata, Hemichordata v.v. Một cách không chính thức thì các ngành có thể coi là việc gộp nhóm các động vật dựa trên sơ đồ cơ thể tổng quát; đây chính là việc gộp nhóm theo hình thái. Vì vậy, mặc dù dường như có các khác biệt bề ngoài của các sinh vật, nhưng chúng được phân loại vào trong các ngành dựa trên cơ cấu tổ chức bên trong của chúng. Chẳng hạn, dường như là đã rẽ nhánh và không giống nhau về bề ngoài, nhưng nhên và cua cả hai đều thuộc về ngành Arthropoda, trong khi giun đất và giun dẹp, khá tương tự về hình dáng, lại tạo thành hai ngành Annelida và Platyhelminthes.|Định nghĩa nào chỉ ra một số ngành được gộp chung vào một nhóm?|Một ngành đại diện cho việc gộp nhóm nói chung được công nhận và ở cấp lớn nhất của giới động vật và các sinh vật khác với các đặc trưng tiến hóa nào đó, mặc dù một số ngành đôi khi cũng được gộp chung lại trong nhóm gọi là siêu ngành (superphyla), ví dụ như siêu ngành Ecdysozoa với 8 ngành, trong đó có Arthropoda và Nematoda; còn siêu ngành Deuterostomia chứa Echinoderma, Chordata, Hemichordata v.v. Một cách không chính thức thì các ngành có thể coi là việc gộp nhóm các động vật dựa trên sơ đồ cơ thể tổng quát; đây chính là việc gộp nhóm theo hình thái.|0|560
Ngành (sinh học)|Một ngành đại diện cho việc gộp nhóm nói chung được công nhận và ở cấp lớn nhất của giới động vật và các sinh vật khác với các đặc trưng tiến hóa nào đó, mặc dù một số ngành đôi khi cũng được gộp chung lại trong nhóm gọi là siêu ngành (superphyla), ví dụ như siêu ngành Ecdysozoa với 8 ngành, trong đó có Arthropoda và Nematoda; còn siêu ngành Deuterostomia chứa Echinoderma, Chordata, Hemichordata v.v. Một cách không chính thức thì các ngành có thể coi là việc gộp nhóm các động vật dựa trên sơ đồ cơ thể tổng quát; đây chính là việc gộp nhóm theo hình thái. Vì vậy, mặc dù dường như có các khác biệt bề ngoài của các sinh vật, nhưng chúng được phân loại vào trong các ngành dựa trên cơ cấu tổ chức bên trong của chúng. Chẳng hạn, dường như là đã rẽ nhánh và không giống nhau về bề ngoài, nhưng nhên và cua cả hai đều thuộc về ngành Arthropoda, trong khi giun đất và giun dẹp, khá tương tự về hình dáng, lại tạo thành hai ngành Annelida và Platyhelminthes.|Ngoài cách định nghĩa ngành dựa trên các đặc trưng tiến hoá, khái niệm ngành còn dựa trên cơ sở ngành nào khác?|Một ngành đại diện cho việc gộp nhóm nói chung được công nhận và ở cấp lớn nhất của giới động vật và các sinh vật khác với các đặc trưng tiến hóa nào đó, mặc dù một số ngành đôi khi cũng được gộp chung lại trong nhóm gọi là siêu ngành (superphyla), ví dụ như siêu ngành Ecdysozoa với 8 ngành, trong đó có Arthropoda và Nematoda; còn siêu ngành Deuterostomia chứa Echinoderma, Chordata, Hemichordata v.v. Một cách không chính thức thì các ngành có thể coi là việc gộp nhóm các động vật dựa trên sơ đồ cơ thể tổng quát; đây chính là việc gộp nhóm theo hình thái.|0|560
Ngành (sinh học)|Một ngành đại diện cho việc gộp nhóm nói chung được công nhận và ở cấp lớn nhất của giới động vật và các sinh vật khác với các đặc trưng tiến hóa nào đó, mặc dù một số ngành đôi khi cũng được gộp chung lại trong nhóm gọi là siêu ngành (superphyla), ví dụ như siêu ngành Ecdysozoa với 8 ngành, trong đó có Arthropoda và Nematoda; còn siêu ngành Deuterostomia chứa Echinoderma, Chordata, Hemichordata v.v. Một cách không chính thức thì các ngành có thể coi là việc gộp nhóm các động vật dựa trên sơ đồ cơ thể tổng quát; đây chính là việc gộp nhóm theo hình thái. Vì vậy, mặc dù dường như có các khác biệt bề ngoài của các sinh vật, nhưng chúng được phân loại vào trong các ngành dựa trên cơ cấu tổ chức bên trong của chúng. Chẳng hạn, dường như là đã rẽ nhánh và không giống nhau về bề ngoài, nhưng nhên và cua cả hai đều thuộc về ngành Arthropoda, trong khi giun đất và giun dẹp, khá tương tự về hình dáng, lại tạo thành hai ngành Annelida và Platyhelminthes.|Nhên và cua được xếp vào ngành nào?|Chẳng hạn, dường như là đã rẽ nhánh và không giống nhau về bề ngoài, nhưng nhên và cua cả hai đều thuộc về ngành Arthropoda, trong khi giun đất và giun dẹp, khá tương tự về hình dáng, lại tạo thành hai ngành Annelida và Platyhelminthes.|722|958
Ngành (sinh học)|Một ngành đại diện cho việc gộp nhóm nói chung được công nhận và ở cấp lớn nhất của giới động vật và các sinh vật khác với các đặc trưng tiến hóa nào đó, mặc dù một số ngành đôi khi cũng được gộp chung lại trong nhóm gọi là siêu ngành (superphyla), ví dụ như siêu ngành Ecdysozoa với 8 ngành, trong đó có Arthropoda và Nematoda; còn siêu ngành Deuterostomia chứa Echinoderma, Chordata, Hemichordata v.v. Một cách không chính thức thì các ngành có thể coi là việc gộp nhóm các động vật dựa trên sơ đồ cơ thể tổng quát; đây chính là việc gộp nhóm theo hình thái. Vì vậy, mặc dù dường như có các khác biệt bề ngoài của các sinh vật, nhưng chúng được phân loại vào trong các ngành dựa trên cơ cấu tổ chức bên trong của chúng. Chẳng hạn, dường như là đã rẽ nhánh và không giống nhau về bề ngoài, nhưng nhên và cua cả hai đều thuộc về ngành Arthropoda, trong khi giun đất và giun dẹp, khá tương tự về hình dáng, lại tạo thành hai ngành Annelida và Platyhelminthes.|Dựa vào đâu để chia giun đất và giun dẹp vào hai ngành khác nhau?|Vì vậy, mặc dù dường như có các khác biệt bề ngoài của các sinh vật, nhưng chúng được phân loại vào trong các ngành dựa trên cơ cấu tổ chức bên trong của chúng.|561|721
Thành phố Hồ Chí Minh|Vùng đất này ban đầu được gọi là Prey Nokor, thành phố sau đó hình thành nhờ công cuộc khai phá miền Nam của nhà Nguyễn. Năm 1698, Nguyễn Hữu Cảnh cho lập phủ Gia Định, đánh dấu sự ra đời thành phố. Khi Pháp vào Đông Dương, để phục vụ công cuộc khai thác thuộc địa, thành phố Sài Gòn được thành lập và nhanh chóng phát triển, trở thành một trong hai đô thị quan trọng nhất Việt Nam. Cùng với Phnom Penh của Campuchia, Sài Gòn được người Pháp mệnh danh là Hòn ngọc Viễn Đông trong số những thuộc địa của họ[cần dẫn nguồn]. Sài Gòn cũng là thủ đô của Liên bang Đông Dương giai đoạn 1887–1901 (về sau, Pháp chuyển thủ đô Liên bang Đông Dương ra Hà Nội). Năm 1949, Sài Gòn trở thành thủ đô của Quốc gia Việt Nam, một chính thể thuộc Liên bang Đông Dương, và sau này là thủ đô của Việt Nam Cộng hòa. Kể từ đó, thành phố này trở thành một trong những đô thị quan trọng của miền Nam Việt Nam. Sau khi Việt Nam Cộng hòa sụp đổ trong sự kiện 30 tháng 4 năm 1975, lãnh thổ Việt Nam được hoàn toàn thống nhất. Ngày 2 tháng 7 năm 1976, Quốc hội nước Việt Nam thống nhất quyết định đổi tên Sài Gòn thành Thành phố Hồ Chí Minh, theo tên vị Chủ tịch nước đầu tiên của Việt Nam Dân chủ Cộng hòa.|Một trong những vùng đất được khai phá vào thời nhà Nguyễn là gì?|Vùng đất này ban đầu được gọi là Prey Nokor, thành phố sau đó hình thành nhờ công cuộc khai phá miền Nam của nhà Nguyễn.|0|120
Thành phố Hồ Chí Minh|Vùng đất này ban đầu được gọi là Prey Nokor, thành phố sau đó hình thành nhờ công cuộc khai phá miền Nam của nhà Nguyễn. Năm 1698, Nguyễn Hữu Cảnh cho lập phủ Gia Định, đánh dấu sự ra đời thành phố. Khi Pháp vào Đông Dương, để phục vụ công cuộc khai thác thuộc địa, thành phố Sài Gòn được thành lập và nhanh chóng phát triển, trở thành một trong hai đô thị quan trọng nhất Việt Nam. Cùng với Phnom Penh của Campuchia, Sài Gòn được người Pháp mệnh danh là Hòn ngọc Viễn Đông trong số những thuộc địa của họ[cần dẫn nguồn]. Sài Gòn cũng là thủ đô của Liên bang Đông Dương giai đoạn 1887–1901 (về sau, Pháp chuyển thủ đô Liên bang Đông Dương ra Hà Nội). Năm 1949, Sài Gòn trở thành thủ đô của Quốc gia Việt Nam, một chính thể thuộc Liên bang Đông Dương, và sau này là thủ đô của Việt Nam Cộng hòa. Kể từ đó, thành phố này trở thành một trong những đô thị quan trọng của miền Nam Việt Nam. Sau khi Việt Nam Cộng hòa sụp đổ trong sự kiện 30 tháng 4 năm 1975, lãnh thổ Việt Nam được hoàn toàn thống nhất. Ngày 2 tháng 7 năm 1976, Quốc hội nước Việt Nam thống nhất quyết định đổi tên Sài Gòn thành Thành phố Hồ Chí Minh, theo tên vị Chủ tịch nước đầu tiên của Việt Nam Dân chủ Cộng hòa.|Thành phố Gia Định hình thành vào năm bao nhiêu?|Năm 1698, Nguyễn Hữu Cảnh cho lập phủ Gia Định, đánh dấu sự ra đời thành phố.|121|198
Thành phố Hồ Chí Minh|Vùng đất này ban đầu được gọi là Prey Nokor, thành phố sau đó hình thành nhờ công cuộc khai phá miền Nam của nhà Nguyễn. Năm 1698, Nguyễn Hữu Cảnh cho lập phủ Gia Định, đánh dấu sự ra đời thành phố. Khi Pháp vào Đông Dương, để phục vụ công cuộc khai thác thuộc địa, thành phố Sài Gòn được thành lập và nhanh chóng phát triển, trở thành một trong hai đô thị quan trọng nhất Việt Nam. Cùng với Phnom Penh của Campuchia, Sài Gòn được người Pháp mệnh danh là Hòn ngọc Viễn Đông trong số những thuộc địa của họ[cần dẫn nguồn]. Sài Gòn cũng là thủ đô của Liên bang Đông Dương giai đoạn 1887–1901 (về sau, Pháp chuyển thủ đô Liên bang Đông Dương ra Hà Nội). Năm 1949, Sài Gòn trở thành thủ đô của Quốc gia Việt Nam, một chính thể thuộc Liên bang Đông Dương, và sau này là thủ đô của Việt Nam Cộng hòa. Kể từ đó, thành phố này trở thành một trong những đô thị quan trọng của miền Nam Việt Nam. Sau khi Việt Nam Cộng hòa sụp đổ trong sự kiện 30 tháng 4 năm 1975, lãnh thổ Việt Nam được hoàn toàn thống nhất. Ngày 2 tháng 7 năm 1976, Quốc hội nước Việt Nam thống nhất quyết định đổi tên Sài Gòn thành Thành phố Hồ Chí Minh, theo tên vị Chủ tịch nước đầu tiên của Việt Nam Dân chủ Cộng hòa.|Sự kiện nào là cột mốc cho sự thành lập của thành phố Gia Định?|Năm 1698, Nguyễn Hữu Cảnh cho lập phủ Gia Định, đánh dấu sự ra đời thành phố.|121|198
Thành phố Hồ Chí Minh|Vùng đất này ban đầu được gọi là Prey Nokor, thành phố sau đó hình thành nhờ công cuộc khai phá miền Nam của nhà Nguyễn. Năm 1698, Nguyễn Hữu Cảnh cho lập phủ Gia Định, đánh dấu sự ra đời thành phố. Khi Pháp vào Đông Dương, để phục vụ công cuộc khai thác thuộc địa, thành phố Sài Gòn được thành lập và nhanh chóng phát triển, trở thành một trong hai đô thị quan trọng nhất Việt Nam. Cùng với Phnom Penh của Campuchia, Sài Gòn được người Pháp mệnh danh là Hòn ngọc Viễn Đông trong số những thuộc địa của họ[cần dẫn nguồn]. Sài Gòn cũng là thủ đô của Liên bang Đông Dương giai đoạn 1887–1901 (về sau, Pháp chuyển thủ đô Liên bang Đông Dương ra Hà Nội). Năm 1949, Sài Gòn trở thành thủ đô của Quốc gia Việt Nam, một chính thể thuộc Liên bang Đông Dương, và sau này là thủ đô của Việt Nam Cộng hòa. Kể từ đó, thành phố này trở thành một trong những đô thị quan trọng của miền Nam Việt Nam. Sau khi Việt Nam Cộng hòa sụp đổ trong sự kiện 30 tháng 4 năm 1975, lãnh thổ Việt Nam được hoàn toàn thống nhất. Ngày 2 tháng 7 năm 1976, Quốc hội nước Việt Nam thống nhất quyết định đổi tên Sài Gòn thành Thành phố Hồ Chí Minh, theo tên vị Chủ tịch nước đầu tiên của Việt Nam Dân chủ Cộng hòa.|Việc Pháp xây dựng và phát triển nhanh chóng Sài Gòn nhằm thực hiện mục đích gi?|Khi Pháp vào Đông Dương, để phục vụ công cuộc khai thác thuộc địa, thành phố Sài Gòn được thành lập và nhanh chóng phát triển, trở thành một trong hai đô thị quan trọng nhất Việt Nam.|199|382
Thành phố Hồ Chí Minh|Vùng đất này ban đầu được gọi là Prey Nokor, thành phố sau đó hình thành nhờ công cuộc khai phá miền Nam của nhà Nguyễn. Năm 1698, Nguyễn Hữu Cảnh cho lập phủ Gia Định, đánh dấu sự ra đời thành phố. Khi Pháp vào Đông Dương, để phục vụ công cuộc khai thác thuộc địa, thành phố Sài Gòn được thành lập và nhanh chóng phát triển, trở thành một trong hai đô thị quan trọng nhất Việt Nam. Cùng với Phnom Penh của Campuchia, Sài Gòn được người Pháp mệnh danh là Hòn ngọc Viễn Đông trong số những thuộc địa của họ[cần dẫn nguồn]. Sài Gòn cũng là thủ đô của Liên bang Đông Dương giai đoạn 1887–1901 (về sau, Pháp chuyển thủ đô Liên bang Đông Dương ra Hà Nội). Năm 1949, Sài Gòn trở thành thủ đô của Quốc gia Việt Nam, một chính thể thuộc Liên bang Đông Dương, và sau này là thủ đô của Việt Nam Cộng hòa. Kể từ đó, thành phố này trở thành một trong những đô thị quan trọng của miền Nam Việt Nam. Sau khi Việt Nam Cộng hòa sụp đổ trong sự kiện 30 tháng 4 năm 1975, lãnh thổ Việt Nam được hoàn toàn thống nhất. Ngày 2 tháng 7 năm 1976, Quốc hội nước Việt Nam thống nhất quyết định đổi tên Sài Gòn thành Thành phố Hồ Chí Minh, theo tên vị Chủ tịch nước đầu tiên của Việt Nam Dân chủ Cộng hòa.|Thành phố Sài Gòn được đổi tên thành thành phố Hồ Chí Minh từ năm nào?|Ngày 2 tháng 7 năm 1976, Quốc hội nước Việt Nam thống nhất quyết định đổi tên Sài Gòn thành Thành phố Hồ Chí Minh, theo tên vị Chủ tịch nước đầu tiên của Việt Nam Dân chủ Cộng hòa.|999|1179
Thực vật|Thực vật là những sinh vật có khả năng tạo cho mình chất dinh dưỡng từ những hợp chất vô cơ đơn giản và xây dựng thành những phần tử phức tạp nhờ quá trình quang hợp, diễn ra trong lục lạp của thực vật. Như vậy thực vật chủ yếu là các sinh vật tự dưỡng. Quá trình quang hợp sử dụng năng lượng ánh sáng được hấp thu nhờ sắc tố màu lục - Diệp lục có ở tất cả các loài thực vật (không có ở động vật) và nấm là một ngoại lệ, dù không có chất diệp lục nhưng nó thu được các chất dinh dưỡng nhờ các chất hữu cơ lấy từ sinh vật khác hoặc mô chết. Thực vật còn có đặc trưng bởi có thành tế bào bằng xenluloza (không có ở động vật). Thực vật không có khả năng chuyển động tự do ngoại trừ một số thực vật hiển vi có khả năng chuyển động được. Thực vật còn khác ở động vật là chúng phản ứng rất chậm với sự kích thích, sự phản ứng lại thường phải đến hàng ngày và chỉ trong trường hợp có nguồn kích thích kéo dài.|Sinh vật nào có khả năng thực hiện quá trình quang hợp?|Thực vật là những sinh vật có khả năng tạo cho mình chất dinh dưỡng từ những hợp chất vô cơ đơn giản và xây dựng thành những phần tử phức tạp nhờ quá trình quang hợp, diễn ra trong lục lạp của thực vật.|0|202
Thực vật|Thực vật là những sinh vật có khả năng tạo cho mình chất dinh dưỡng từ những hợp chất vô cơ đơn giản và xây dựng thành những phần tử phức tạp nhờ quá trình quang hợp, diễn ra trong lục lạp của thực vật. Như vậy thực vật chủ yếu là các sinh vật tự dưỡng. Quá trình quang hợp sử dụng năng lượng ánh sáng được hấp thu nhờ sắc tố màu lục - Diệp lục có ở tất cả các loài thực vật (không có ở động vật) và nấm là một ngoại lệ, dù không có chất diệp lục nhưng nó thu được các chất dinh dưỡng nhờ các chất hữu cơ lấy từ sinh vật khác hoặc mô chết. Thực vật còn có đặc trưng bởi có thành tế bào bằng xenluloza (không có ở động vật). Thực vật không có khả năng chuyển động tự do ngoại trừ một số thực vật hiển vi có khả năng chuyển động được. Thực vật còn khác ở động vật là chúng phản ứng rất chậm với sự kích thích, sự phản ứng lại thường phải đến hàng ngày và chỉ trong trường hợp có nguồn kích thích kéo dài.|Quá trình quang hợp diễn ra ở cơ quan nào của thực vật?|Thực vật là những sinh vật có khả năng tạo cho mình chất dinh dưỡng từ những hợp chất vô cơ đơn giản và xây dựng thành những phần tử phức tạp nhờ quá trình quang hợp, diễn ra trong lục lạp của thực vật.|0|202
Thực vật|Thực vật là những sinh vật có khả năng tạo cho mình chất dinh dưỡng từ những hợp chất vô cơ đơn giản và xây dựng thành những phần tử phức tạp nhờ quá trình quang hợp, diễn ra trong lục lạp của thực vật. Như vậy thực vật chủ yếu là các sinh vật tự dưỡng. Quá trình quang hợp sử dụng năng lượng ánh sáng được hấp thu nhờ sắc tố màu lục - Diệp lục có ở tất cả các loài thực vật (không có ở động vật) và nấm là một ngoại lệ, dù không có chất diệp lục nhưng nó thu được các chất dinh dưỡng nhờ các chất hữu cơ lấy từ sinh vật khác hoặc mô chết. Thực vật còn có đặc trưng bởi có thành tế bào bằng xenluloza (không có ở động vật). Thực vật không có khả năng chuyển động tự do ngoại trừ một số thực vật hiển vi có khả năng chuyển động được. Thực vật còn khác ở động vật là chúng phản ứng rất chậm với sự kích thích, sự phản ứng lại thường phải đến hàng ngày và chỉ trong trường hợp có nguồn kích thích kéo dài.|Diệp lục hấp thu gì trong quá trình quang hợp?|Quá trình quang hợp sử dụng năng lượng ánh sáng được hấp thu nhờ sắc tố màu lục - Diệp lục có ở tất cả các loài thực vật (không có ở động vật) và nấm là một ngoại lệ, dù không có chất diệp lục nhưng nó thu được các chất dinh dưỡng nhờ các chất hữu cơ lấy từ sinh vật khác hoặc mô chết.|254|539
Thực vật|Thực vật là những sinh vật có khả năng tạo cho mình chất dinh dưỡng từ những hợp chất vô cơ đơn giản và xây dựng thành những phần tử phức tạp nhờ quá trình quang hợp, diễn ra trong lục lạp của thực vật. Như vậy thực vật chủ yếu là các sinh vật tự dưỡng. Quá trình quang hợp sử dụng năng lượng ánh sáng được hấp thu nhờ sắc tố màu lục - Diệp lục có ở tất cả các loài thực vật (không có ở động vật) và nấm là một ngoại lệ, dù không có chất diệp lục nhưng nó thu được các chất dinh dưỡng nhờ các chất hữu cơ lấy từ sinh vật khác hoặc mô chết. Thực vật còn có đặc trưng bởi có thành tế bào bằng xenluloza (không có ở động vật). Thực vật không có khả năng chuyển động tự do ngoại trừ một số thực vật hiển vi có khả năng chuyển động được. Thực vật còn khác ở động vật là chúng phản ứng rất chậm với sự kích thích, sự phản ứng lại thường phải đến hàng ngày và chỉ trong trường hợp có nguồn kích thích kéo dài.|Loài thực vật nào không có chất diệp lục và sống nhờ vào chất hữu cơ từ sinh vật khác hoặc mô chết?|Quá trình quang hợp sử dụng năng lượng ánh sáng được hấp thu nhờ sắc tố màu lục - Diệp lục có ở tất cả các loài thực vật (không có ở động vật) và nấm là một ngoại lệ, dù không có chất diệp lục nhưng nó thu được các chất dinh dưỡng nhờ các chất hữu cơ lấy từ sinh vật khác hoặc mô chết.|254|539
Thực vật|Thực vật là những sinh vật có khả năng tạo cho mình chất dinh dưỡng từ những hợp chất vô cơ đơn giản và xây dựng thành những phần tử phức tạp nhờ quá trình quang hợp, diễn ra trong lục lạp của thực vật. Như vậy thực vật chủ yếu là các sinh vật tự dưỡng. Quá trình quang hợp sử dụng năng lượng ánh sáng được hấp thu nhờ sắc tố màu lục - Diệp lục có ở tất cả các loài thực vật (không có ở động vật) và nấm là một ngoại lệ, dù không có chất diệp lục nhưng nó thu được các chất dinh dưỡng nhờ các chất hữu cơ lấy từ sinh vật khác hoặc mô chết. Thực vật còn có đặc trưng bởi có thành tế bào bằng xenluloza (không có ở động vật). Thực vật không có khả năng chuyển động tự do ngoại trừ một số thực vật hiển vi có khả năng chuyển động được. Thực vật còn khác ở động vật là chúng phản ứng rất chậm với sự kích thích, sự phản ứng lại thường phải đến hàng ngày và chỉ trong trường hợp có nguồn kích thích kéo dài.|Cấu tạo thành tế bào của thực vật khác với động vật chỗ nào?|Thực vật còn có đặc trưng bởi có thành tế bào bằng xenluloza (không có ở động vật).|540|623
Terbi|Terbi kết hợp với nitơ, cacbon, lưu huỳnh, phốtpho, bo, selen, silic và asen ở nhiệt độ cao, tạo thành các hợp chất hóa trị hai khác nhau như TbH2, TbH3, TbB2, Tb2S3, TbSe, TbTe và TbN. Trong các hợp chất này, Tb chủ yếu thể hiện hóa trị +3 và đôi khi là +2. Các halogenua terbi (II) thu được bằng cách ủ các halogenua Tb (III) với sự có mặt của Tb kim loại trong thùng chứa bằng tantali. Terbi cũng có thể tạo ra sesquiclorua Tb2Cl3, là chất có thể khử tiếp thành TbCl bằng cách ủ ở 800 °C. Clorua terbi (I) tạo thành các viên nhỏ với cấu trúc tạo lớp giống như than chì.|Nêu tên một sốt hợp chất hóa trị hai của Terbi?|Terbi kết hợp với nitơ, cacbon, lưu huỳnh, phốtpho, bo, selen, silic và asen ở nhiệt độ cao, tạo thành các hợp chất hóa trị hai khác nhau như TbH2, TbH3, TbB2, Tb2S3, TbSe, TbTe và TbN.|0|185
Terbi|Terbi kết hợp với nitơ, cacbon, lưu huỳnh, phốtpho, bo, selen, silic và asen ở nhiệt độ cao, tạo thành các hợp chất hóa trị hai khác nhau như TbH2, TbH3, TbB2, Tb2S3, TbSe, TbTe và TbN. Trong các hợp chất này, Tb chủ yếu thể hiện hóa trị +3 và đôi khi là +2. Các halogenua terbi (II) thu được bằng cách ủ các halogenua Tb (III) với sự có mặt của Tb kim loại trong thùng chứa bằng tantali. Terbi cũng có thể tạo ra sesquiclorua Tb2Cl3, là chất có thể khử tiếp thành TbCl bằng cách ủ ở 800 °C. Clorua terbi (I) tạo thành các viên nhỏ với cấu trúc tạo lớp giống như than chì.|Hóa trị chủ yếu của terbi trong các hợp chất hóa trị hai là bao nhiêu?|Trong các hợp chất này, Tb chủ yếu thể hiện hóa trị +3 và đôi khi là +2.|186|258
Terbi|Terbi kết hợp với nitơ, cacbon, lưu huỳnh, phốtpho, bo, selen, silic và asen ở nhiệt độ cao, tạo thành các hợp chất hóa trị hai khác nhau như TbH2, TbH3, TbB2, Tb2S3, TbSe, TbTe và TbN. Trong các hợp chất này, Tb chủ yếu thể hiện hóa trị +3 và đôi khi là +2. Các halogenua terbi (II) thu được bằng cách ủ các halogenua Tb (III) với sự có mặt của Tb kim loại trong thùng chứa bằng tantali. Terbi cũng có thể tạo ra sesquiclorua Tb2Cl3, là chất có thể khử tiếp thành TbCl bằng cách ủ ở 800 °C. Clorua terbi (I) tạo thành các viên nhỏ với cấu trúc tạo lớp giống như than chì.|Các hợp chất halogenua terbi có hóa trị mấy?|Các halogenua terbi (II) thu được bằng cách ủ các halogenua Tb (III) với sự có mặt của Tb kim loại trong thùng chứa bằng tantali.|259|388
Terbi|Terbi kết hợp với nitơ, cacbon, lưu huỳnh, phốtpho, bo, selen, silic và asen ở nhiệt độ cao, tạo thành các hợp chất hóa trị hai khác nhau như TbH2, TbH3, TbB2, Tb2S3, TbSe, TbTe và TbN. Trong các hợp chất này, Tb chủ yếu thể hiện hóa trị +3 và đôi khi là +2. Các halogenua terbi (II) thu được bằng cách ủ các halogenua Tb (III) với sự có mặt của Tb kim loại trong thùng chứa bằng tantali. Terbi cũng có thể tạo ra sesquiclorua Tb2Cl3, là chất có thể khử tiếp thành TbCl bằng cách ủ ở 800 °C. Clorua terbi (I) tạo thành các viên nhỏ với cấu trúc tạo lớp giống như than chì.|Làm cách nào để thu được halogenua terbi?|Các halogenua terbi (II) thu được bằng cách ủ các halogenua Tb (III) với sự có mặt của Tb kim loại trong thùng chứa bằng tantali.|259|388
Terbi|Terbi kết hợp với nitơ, cacbon, lưu huỳnh, phốtpho, bo, selen, silic và asen ở nhiệt độ cao, tạo thành các hợp chất hóa trị hai khác nhau như TbH2, TbH3, TbB2, Tb2S3, TbSe, TbTe và TbN. Trong các hợp chất này, Tb chủ yếu thể hiện hóa trị +3 và đôi khi là +2. Các halogenua terbi (II) thu được bằng cách ủ các halogenua Tb (III) với sự có mặt của Tb kim loại trong thùng chứa bằng tantali. Terbi cũng có thể tạo ra sesquiclorua Tb2Cl3, là chất có thể khử tiếp thành TbCl bằng cách ủ ở 800 °C. Clorua terbi (I) tạo thành các viên nhỏ với cấu trúc tạo lớp giống như than chì.|Công thức hóa học của sesquiclorua là gì?|Terbi cũng có thể tạo ra sesquiclorua Tb2Cl3, là chất có thể khử tiếp thành TbCl bằng cách ủ ở 800 °C.|389|491
Giấy phép Tài liệu Tự do GNU|Giấy phép Tài liệu Tự do GNU (GFDL hoặc GNU FDL) là giấy phép bản quyền bên trái cho tài liệu tự do, do Quỹ Phần mềm Tự do (FSF) thiết kế cho Dự án GNU. Nó tương tự như Giấy phép Công cộng GNU, cung cấp cho người đọc quyền sao chép, tái phân phối và chỉnh sửa một tác phẩm và đòi hỏi tất cả các bản sao và tác phẩm phái sinh phải có thể được sử dụng với cùng giấy phép. Những bản sao có thể được bán thương mại, nhưng nếu được sản xuất với số lượng lớn (hơn 100), thì người nhận tác phẩm phải được phép truy xuất tài liệu gốc hoặc mã nguồn.|Dự án GNU được triển khai dựa trên tư liệu hành chính nào?|Giấy phép Tài liệu Tự do GNU (GFDL hoặc GNU FDL) là giấy phép bản quyền bên trái cho tài liệu tự do, do Quỹ Phần mềm Tự do (FSF) thiết kế cho Dự án GNU.|0|152
Giấy phép Tài liệu Tự do GNU|Giấy phép Tài liệu Tự do GNU (GFDL hoặc GNU FDL) là giấy phép bản quyền bên trái cho tài liệu tự do, do Quỹ Phần mềm Tự do (FSF) thiết kế cho Dự án GNU. Nó tương tự như Giấy phép Công cộng GNU, cung cấp cho người đọc quyền sao chép, tái phân phối và chỉnh sửa một tác phẩm và đòi hỏi tất cả các bản sao và tác phẩm phái sinh phải có thể được sử dụng với cùng giấy phép. Những bản sao có thể được bán thương mại, nhưng nếu được sản xuất với số lượng lớn (hơn 100), thì người nhận tác phẩm phải được phép truy xuất tài liệu gốc hoặc mã nguồn.|Tổ chức nào cấp Giấy phép Tài liệu Tự do GNU cho dự án GNU?|Giấy phép Tài liệu Tự do GNU (GFDL hoặc GNU FDL) là giấy phép bản quyền bên trái cho tài liệu tự do, do Quỹ Phần mềm Tự do (FSF) thiết kế cho Dự án GNU.|0|152
Giấy phép Tài liệu Tự do GNU|Giấy phép Tài liệu Tự do GNU (GFDL hoặc GNU FDL) là giấy phép bản quyền bên trái cho tài liệu tự do, do Quỹ Phần mềm Tự do (FSF) thiết kế cho Dự án GNU. Nó tương tự như Giấy phép Công cộng GNU, cung cấp cho người đọc quyền sao chép, tái phân phối và chỉnh sửa một tác phẩm và đòi hỏi tất cả các bản sao và tác phẩm phái sinh phải có thể được sử dụng với cùng giấy phép. Những bản sao có thể được bán thương mại, nhưng nếu được sản xuất với số lượng lớn (hơn 100), thì người nhận tác phẩm phải được phép truy xuất tài liệu gốc hoặc mã nguồn.|Hãy liệt kê các điểm giống nhau giữa Giấy phép Tài liệu Tự do GNU và Giấy phép Công cộng GNU?|Nó tương tự như Giấy phép Công cộng GNU, cung cấp cho người đọc quyền sao chép, tái phân phối và chỉnh sửa một tác phẩm và đòi hỏi tất cả các bản sao và tác phẩm phái sinh phải có thể được sử dụng với cùng giấy phép.|153|369
